ID,name,energy,protein,carbs,sugar,calcium,potassium,sodium,fa_sat,fa_mono,fa_poly,cholest
616,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,UNHTD",117,14.05,4.21,4.21,8,267,1308,1.489,2.098,0.66,43
617,"PORK,CURED,HAM & H2O PRODUCT,SLICE,BONE-IN,LN & FAT,UNHTD",149,13.69,2.72,0.85,8,205,1099,3.076,4.212,1.25,50
618,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,UNHTD",243,14.28,1.42,0.86,6,215,936,6.583,8.993,2.689,55
619,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,UNHTD",179,16.09,1.35,0.88,9,213,990,3.984,5.475,1.592,58
620,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,UNHTD",121,17.06,1.42,1.42,8,312,1126,1.889,2.571,0.759,50
621,"PORK,CURED,HAM -- H2O ADDED,SLICE,BONE-IN,LN & FAT,UNHTD",164,15.73,1.1,1.1,8,213,1011,3.554,4.88,1.459,55
622,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,UNHTD",167,16.65,0.66,0.66,7,219,964,3.607,4.975,1.457,52
623,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN & FAT,UNHTD",172,13.99,0.8,0.62,6,199,1069,4.176,5.639,1.566,54
624,"PORK,CURED,HAM -- H2O ADDED,RUMP,BONE-IN,LN & FAT,HTD,RSTD",161,20.1,0.99,0.78,8,244,1101,2.897,3.918,1.02,63
625,"PORK,CURED,HAM -- H2O ADDED,SHANK,BONE-IN,LN & FAT,HTD,RSTD",200,18.62,1.35,0.79,9,232,988,4.371,6.143,1.746,66
626,"PORK,CURED,HAM -- H2O ADDED,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",166,20.8,1.54,1.54,11,280,1309,2.901,4.032,1.229,66
627,"PORK,CURED,HAM -- H2O ADDED,SLCE,BNLESS,LN & FAT,HTD,PAN-BRL",125,18.62,1.72,1.72,9,334,1212,1.717,2.321,0.659,54
628,"PORK,CURED,HAM -- H2O ADDED,WHL,BNLESS,LN & FAT,HTD,RSTD",126,17.77,1.54,1.54,9,313,1181,1.787,2.49,0.679,54
629,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,HTD,RSTD",186,19.46,1.15,1.03,10,254,1181,3.783,5.265,1.479,67
630,"PORK,CURED,HAM & H2O PRODUCT,SHANK,BONE-IN,LN & FAT,HTD,RSTD",234,18.17,1.42,0.99,8,216,945,5.715,7.914,2.281,72
631,"PORK,CURED,HAM & H2O PRDCT,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",155,19.85,1.41,1.03,11,281,1188,2.586,3.577,1.032,64
632,"PORK,CURED,HAM & H2O PRDCT,SLICE,BNLESS,LN & FAT,HTD,PAN-BRL",124,15.08,4.69,4.69,8,272,1389,1.553,2.16,0.699,45
633,"PORK,CURED,HAM & H2O PRODUCT,WHL,BNLESS,LN & FAT,HTD,RSTD",123,13.88,4.61,4.61,8,245,1335,1.841,2.458,0.851,43
634,"PORK,CURED,HAM W/ NAT JUICES,RUMP,BONE-IN,LN & FAT,HTD,RSTD",177,22.47,0.6,0.45,10,477,841,3.116,4.364,1.337,72
635,"PORK,CURED,HAM W/ NAT JUICES,SHANK,BONE-IN,LN & FAT,HTD,RSTD",191,22.88,0.33,0.33,7,424,801,3.545,5.12,1.351,74
636,"PORK,CURED,HAM W/ NAT JUICS,SLCE,BNE-IN,LN & FAT,HTD,PAN-BRL",180,26.18,0.17,0.02,12,344,821,2.427,3.206,1.064,80
637,"PORK,CURED,HAM W/ NAT JUICS,SLICE,BNLES,LN & FAT,HTD,PAN-BRL",118,20.89,1.04,1.04,6,363,1160,1.054,1.445,0.454,58
638,"PORK,CURED,HAM W/ NAT JUCS,SPRL SLCE,BNLES,LN & FAT,HTD,RSTD",139,22.18,1.06,1.06,4,345,977,0.95,1.925,0.625,64
639,"PORK,CURED,HAM W/ NAT JUICES,WHL,BNLESS,LN & FAT,HTD,RSTD",114,20.54,0.84,0.81,6,367,1179,1.084,1.479,0.452,56
640,"PORK,CURED,HAM,RUMP,BONE-IN,LN & FAT,HTD,RSTD",177,23.95,0.64,0.64,7,370,826,2.85,3.791,1.27,71
641,"PORK,CURED,HAM,RUMP,BONE-IN,LN,HTD,RSTD",132,26.02,0.68,0.68,8,394,846,0.917,1.067,0.562,71
642,"PORK,CURED,HAM,SHANK,BONE-IN,LN,HTD,RSTD",139,26.49,0.68,0.68,7,378,828,1.134,1.433,0.592,70
643,"PORK,CURED,HAM,SHANK,BONE-IN,LN & FAT,HTD,RSTD",191,24.39,0.64,0.64,7,356,810,3.018,4.082,1.288,70
644,"PORK,CURED,HAM,SHANK,BONE-IN,LN & FAT,UNHTD",177,21.61,0.41,0.06,6,339,816,3.18,4.269,1.366,61
645,"PORK,CURED,HAM,SLICE,BONE-IN,LN & FAT,HTD,PAN-BROIL",181,25.48,0.7,0.7,14,405,852,2.75,3.838,1.043,73
646,"PORK,CURED,HAM,SLICE,BONE-IN,LN & FAT,UNHTD",173,22.45,0.21,0.05,12,348,744,2.945,3.955,1.281,65
647,"PORK,CURED,HAM,RUMP,BONE-IN,LN & FAT,UNHTD",176,22.27,0.52,0.06,7,358,722,3.008,3.966,1.356,62
648,"CANADIAN BACON,CKD,PAN-FRIED",146,28.31,1.8,1.2,7,999,993,1.039,1.255,0.485,67
649,"POTATOES,MSHD,HOME-PREPARED,WHL MILK & MARGARINE ADDED",113,1.96,16.94,1.41,21,326,333,0.745,1.44,0.892,1
650,"POTATOES,MSHD,DEHYD,PREP FROM FLAKES WO/ MILK,WHL MILK & BUT",97,1.77,10.87,1.61,32,164,164,3.191,1.31,0.222,14
651,"POTATOES,MSHD,DEHYD,GRANULES W/MILK,DRY FORM",357,10.9,77.7,3.37,142,1848,82,0.461,0.152,0.285,2
652,"POTATOES,MSHD,DEHYD,PREP FROM GRAN W/ MILK,H2O & MARG ADDED",116,2.13,16.13,1.74,35,155,172,0.955,1.707,1.045,2
653,"CORN PUDD,HOME PREP",131,4.42,16.97,6.59,39,176,282,2.451,1.499,0.55,72
654,"POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED",83,1.91,17.57,1.48,24,296,302,0.302,0.124,0.065,2
655,SPINACH SOUFFLE,172,7.89,5.9,1.85,165,231,566,6.091,3.021,0.61,118
656,"SWEET POTATO,CKD,CANDIED,HOME-PREPARED",164,0.89,32.12,27.25,26,178,119,2.171,0.881,0.198,9
657,POTATO PANCAKES,268,6.08,27.81,1.79,32,622,764,2.496,3.73,7.516,95
658,"POTATOES,MSHD,HOME-PREPARED,WHL MILK & BUTTER ADDED",113,1.86,16.81,1.43,24,284,317,2.613,1.07,0.199,11
659,"BEEF,CURED,DRIED",153,31.1,2.76,2.7,8,235,2790,0.95,0.84,0.07,79
660,"BEEF,CURED,PASTRAMI",147,21.8,0.36,0.1,10,210,1078,2.681,2.118,0.145,68
661,"BEVERAGES,ABBOTT,EAS WHEY PROT PDR",385,66.67,17.95,5.13,256,564,385,2.564,0.281,0.926,205
662,"BEVERAGES,CYTOSPORT,MUSCLE MILK,RTD",49,5.87,2.06,0.78,69,198,95,0.221,0.884,0.221,2
663,"BEVERAGES,NESTLE,BOOST PLUS,NUTRITIONAL DRK,RTD",138,5.38,17.29,8.46,135,138,77,0.42,2.551,0.122,4
664,"BEVERAGES,SLIMFAST,MEAL REPLCMNT,HI PROT SHAKE,RTD,3-2-1",58,6.59,0.85,0.6,130,179,72,0.45,2.1,0.29,4
665,"BEVERAGES,UNILEVER,SLIMFAST,MEAL REPLCMNT,REG,RTD,3-2-1 PLAN",57,3.32,7.74,5.95,161,193,68,0.54,0.97,0.32,3
666,"BEVERAGES,UNILEVER,SLIMFAST SHAKE MIX,PDR,3-2-1 PLAN",448,8.13,73.92,38.02,364,247,472,1.45,10.51,1.19,5
667,"BEVERAG,UNILEV,SLIMFAST SHAKE ,HI PROT,WHEY PDR,3-2-1 PLAN,",368,27.87,50,20.59,1039,752,495,1.36,9.11,1.07,6
668,"BEVERAGES,WHEY PROT PDR ISOLATE",359,58.14,29.07,1.16,698,872,372,0.581,0.149,0.021,12
669,"BEVERAGES,KELLOGG'S,SPL K PROT SHAKE",64,3.2,9.2,5.95,113,168,73,0.208,0.834,0.521,4
670,"BEVERAGES,ABBOTT,ENSURE,NUTRITIONAL SHAKE,RTD",105,3.8,16.88,9.7,127,156,84,0.422,0.844,1.266,2
671,"BEVERAGES,KELLOGG'S SPL K20 PROT PDR",380,35.2,58.4,2,115,490,280,0.236,0.146,0.4,4
672,"BEVERAGES,CHOC MALT,PDR,PREP W/ FAT FREE MILK",49,3.25,8.64,7.77,234,158,77,0.112,0.045,0.007,2
673,"BEVERAGES,CHOC DRK,MILK & SOY BSD,READY TO DRK,FORT",101,4.22,17.3,8.44,127,245,63,0.422,1.154,0.057,4
674,"BEVERAGES,CHOC MALT PDR,PREP W/ 1% MILK,FORT",57,3.32,8.81,7.81,160,191,60,0.63,0.276,0.035,5
675,"BEVERAGES,CHOC SYRUP,PREP W/ WHL MILK",90,3.07,12.78,11.31,89,145,47,1.681,0.74,0.172,9
676,"BEVERAGES,OCEAN SPRAY,CRAN GRAPE",54,0.21,13.16,12.6,3,11,19,0.001,0.001,0.001,1
677,"BEVERAGES,EGGNOG-FLAVOR MIX,PDR,PREP W/ WHL MILK",95,2.93,14.2,12.66,92,121,55,1.701,0.767,0.186,11
678,"BEVERA,MALTED DRK MIX,NAT,W/ ADD NUTR,PDR,PREP W/ WHL MILK",86,3.67,10.67,8.37,123,200,72,1.83,0.802,0.213,11
679,"BEVERAGES,MALTED DRK MIX,NAT,PDR,DAIRY BASED.",428,14.29,71.21,47.62,298,758,405,4.762,2.157,1.429,24
680,"BEVERAGES,MALTED DRK MIX,NAT,PDR,PREP W/ WHL MILK",88,3.86,10.23,9.56,117,183,79,2.039,0.903,0.276,12
681,"BEVERAG,MALT DRK MIX,CHOC,W/ ADDED NUTR,PDR,PREP W/ WHL MILK",87,3.29,11.19,10.49,139,217,87,1.873,0.823,0.205,10
682,"BEVERAGES,MALTED DRK MIX,CHOC,PDR",411,5.1,86.94,66.67,60,618,190,2.381,1.167,0.669,1
683,"BEVERAGES,MALTED DRK MIX,CHOC,PDR,PREP W/ WHL MILK",85,3.37,11.2,6.68,98,172,60,1.883,0.827,0.208,10
684,"SHAKE,FAST FOOD,VANILLA",148,3.37,19.59,13.63,115,166,81,3.962,1.785,0.316,23
685,"ALCOHOLIC BEV,LIQUEUR,COFFEE W/ CRM,34 PROOF",327,2.8,20.9,19.76,16,32,92,9.664,4.458,0.669,58
686,"BEV,DAIRY DRK MIX,CHOC,RED CAL,W/ LOW-CAL SWEETENERS,PDR",329,25,51.4,32.94,1412,2240,659,1.871,0.496,0.061,24
687,"BEVE,DARY DRK MIX,CHC,RED CAL,W/ ASPRT,PDR,PREP W/ H2O & ICE",29,2.19,4.51,2.89,127,197,61,0.164,0.043,0.005,2
688,"BEVE,COCA MIX,LO CAL,PDR,W/ ADD CA,P,ASPRT,WO/ ADD NA, VIT A",359,25.1,58,55.58,1440,2702,653,1.777,0.979,0.088,11
689,"BEV,CHOCO-FLA BEV MIX , MLK,PDR,W/ ADD NUTR,PREP W/ WHL MILK",89,3.27,11.87,11.59,141,144,50,1.899,0.745,0.178,10
690,"BEV,MILK BEV,RED FAT,FLAV & SWTND,RTD,ADDED CA,VIT A &  D",77,3.05,12.08,11.4,164,130,49,1.124,0.47,0.075,8
691,"FISH,FISH STKS,FRZ,PREP",277,11.01,21.66,1.65,16,185,402,3.733,3.193,7.824,28
692,"HERRING,ATLANTIC,PICKLED",262,14.19,9.64,7.71,77,69,870,2.381,11.947,1.679,13
693,"SARDINE,PACIFIC,CND IN TOMATO SAU,DRND SOL W/BONE",185,20.86,0.54,0.43,240,341,414,2.684,4.818,2.111,61
694,"CRAB,ALASKA KING,IMITN,MADE FROM SURIMI",95,7.62,15,6.25,13,90,529,0.216,0.275,0.143,20
695,"SHRIMP,MXD SP,CKD,BREADED&FRIED",242,21.39,11.47,0.8,67,225,344,2.087,3.812,5.085,138
696,"OYSTER,EASTERN,WILD,RAW",51,5.71,2.72,0.62,59,156,85,0.474,0.253,0.528,40
697,"OYSTER,EASTERN,WILD,CKD,MOIST HEAT",102,11.42,5.45,1.23,116,139,166,0.948,0.506,1.056,79
698,"OYSTER,EASTERN,WILD,CKD,DRY HEAT",79,8.87,4.23,0.96,92,242,132,0.736,0.393,0.82,62
699,"BEANS,BKD,CND,W/FRANKS",142,6.75,15.39,6.53,48,235,430,2.352,2.83,0.836,6
700,"BEANS,BKD,CND,W/PORK&SWT SAU",105,4.52,21.57,8.23,39,231,391,0.231,0.222,0.4,7
701,"BEANS,BKD,CND,W/PORK&TOMATO SAU",94,5.15,18.69,5.67,56,295,437,0.293,0.277,0.157,7
702,"CHILI WITH BEANS,CANNED",103,6.12,13.24,1.65,47,365,423,1.133,1.601,0.249,17
703,VEGGIE BURGERS OR SOYBURGERS  UNPREP,177,15.7,14.27,1.07,136,333,569,1.44,1.778,2.023,5
704,"LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP",145,16.3,7.4,1,14,95,443,0.7,1.3,2.3,1
705,"LOMA LINDA SWISS STAKE W/ GRAVY,CND,UNPREP",138,10.2,10.4,0.9,35,226,471,0.8,1.6,3.7,1
706,"WORTHINGTON FRICHIK ORIGINAL,CND,UNPREP",160,13.4,3.4,0.1,33,154,401,1.4,2.4,5.5,1
707,"WORTHINGTON LOFAT VEJA-LINKS,CND,UNPREP",123,15.8,4.3,0.7,20,71,612,0.7,1.1,2.6,2
708,"WORTHINGTON PRIME STAKES,CND,UNPREP",135,10.2,7.5,0.3,15,101,480,1,1.7,3.6,1
709,"WORTHINGTON SUPER LINKS,CND,UNPREP",219,14.5,5.5,0.6,3,77,708,2.1,3.1,8.4,1
710,"WORTHINGTON VEJA-LINKS,CND,UNPREP",155,14.6,4.1,0.5,23,56,530,1.3,2,4.5,3
711,"WORTHINGTON MEATLESS CHICK ROLL,FRZ,UNPREP",154,16.1,4.3,0.8,272,412,452,1.2,1.8,4.6,1
712,"WORTHINGTON MEATLESS CORNED BF ROLL,FRZ,UNPREP",245,18.6,9.9,2.1,24,216,758,2.3,3.5,8.6,1
713,"WORTHINGTON DINNER RST,FRZ,UNPREP",213,16,6.9,1,46,150,671,2.4,5.4,5.6,1
714,"WORTHINGTON FRIPATS,FRZ,UNPREP",209,23.7,8,1.4,97,185,517,1.4,2.2,5.2,2
715,"WORTHINGTON PROSAGE LINKS,FRZ,UNPREP",143,20.2,5,0.8,26,114,819,0.9,1.8,2,2
716,"WORTHINGTON PROSAGE ROLL,FRZ,UNPREP",261,19.6,6,0.2,28,139,667,3.4,4.5,8.3,2
717,"WORTHINGTON STAKELETS,FRZ,UNPREP",211,19.7,9.6,1.2,73,191,651,1.8,3.5,5.1,1
718,"WORTHINGTON STRIPPLES,FRZ,UNPREP",346,12.4,14.3,0.8,42,97,1463,4.2,6.2,16.2,2
719,"MORNINGSTAR FARMS BRKFST BACON STRIPS,FRZ,UNPREP",346,12.4,14.3,0.8,42,97,1463,4.2,6.2,16.2,2
720,"MORNINGSTAR FARMS BRKFST SAUSAGE LINKS,FRZ,UNPREP",159,19.2,6.8,1,26,109,670,0.7,1.8,3.6,2
721,"MORNINGSTAR FARMS GRILLERS ORIGINAL,FRZ,UNPREP",213,23.9,8.5,1.2,61,182,422,1.7,2.6,5,3
722,"MORNINGSTAR FARMS GRILLERS PRIME,FRZ,UNPREP",238,24,5.9,0.3,58,224,501,1.6,5.6,6,1
723,"MORNINGSTAR FARMS TOMATO & BASIL PIZZA BURGER,FRZ,UNPREP",161,15.5,14,2.6,174,379,414,2.5,2.1,2.9,10
724,"GARDENBURGER ORIGINAL,FRZ,UNPREP",155,7.2,22.1,0.6,65,177,684,2.4,0.5,0.6,9
725,"GARDENBURGER SAVORY PORTABELLA VEGGIE BURGER,FRZ,UNPREP",138,5.9,22.1,1.2,67,176,633,1.1,1,0.7,4
726,"GARDENBURGER SUN-DRIED TOMATO BASIL BURGER,FRZ,UNPREP",137,5.5,23.7,2.6,50,78,387,1,1.2,0.8,4
727,"MORNINGSTAR FARMS BRKFST SAUSAGE PATTIES MPL FLAV,FRZ,UNPR",222,26.3,13.6,5.9,37,279,656,0.9,1.6,4,1
728,"WORTHINGTON LEANIES,FRZ,UNPREP",251,19.5,6.1,1.2,73,103,1078,2.8,6.2,7.3,3
729,"MORNINGSTAR FARMS CALIFORNIA TURK'Y BURGER,FRZ,UNPREP",155,14.9,12.6,1.8,80,531,690,0.8,2.8,3.4,1
730,"MORNINGSTAR FARMS HOT&SPICY VEGGIE SAUSGE PATTIES,FRZ,UNPREP",185,21.8,8.5,0.2,40,297,551,0.9,1.7,4.1,1
731,"MORNINGSTAR FARMS LASAGNA W/ VEGGIE SAUSAGE,FRZ,UNPREP",96,7.1,14.4,1.7,88,229,208,1,0.5,0.4,4
732,"MORNINGSTAR FARMS GRILLERS QRTR PND VEGGIE BRGR,FRZ,UNPRP",219,22.8,8.9,0.6,79,235,429,1.9,2,4.9,1
733,"MORNINGSTAR FARMS BRKFST BISCUIT SAUSAGE,EGG & CHS,FRZ,UNPRE",257,9.3,37.5,4,117,181,568,4.2,1.6,1.2,22
734,"MORNINGSTAR FARMS MEDITERRANEAN CHICKPEA,FRZ,UNPREP",200,15.5,19.8,1.1,94,261,357,0.9,2,3.3,1
735,"MORNINGSTAR FARMS BUFFALO CHIK PATTIES,FRZ,UNPREP",255,12.1,25.2,3,57,220,757,1.9,3.6,6.6,1
736,"MORNINGSTAR FARMS RSTD GARLIC & QUINOA BURGER,FRZ,UNPREP",192,10.7,17.8,2.1,66,553,522,1.2,7.5,2.9,1
737,"MORNINGSTAR FARMS PARMESAN GARLIC WINGS,FRZ,UNPREP",227,14.2,24.1,1.3,82,243,616,1.2,1.9,4.7,1
738,"MORNNGSTR FRMS BRKFST SNDWCH SSGE EGG&CHS ENG MUFF,FRZ,UNPRP",205,14.3,18.7,1.1,220,212,639,3.1,2.6,2.9,67
739,"MORNNGSTR FRMS BRKFST SNDWCH SCRMBL&CHS ENG MUFF,FRZ,UNPRP",149,10.4,18.9,0.6,169,188,562,2.2,0.8,0.8,10
740,"MORNINGSTAR FARMS GARDEN VEGGIE NUGGETS,FRZ,UNPREP",197,9.6,16.9,3.5,74,528,420,1.1,7.9,2.6,1
741,"MORNINGSTAR FARMS SPICY BLK BEAN ENCHILADA ENTREE,FRZ,UNPREP",123,5.8,15.9,1.8,69,167,277,1.6,2.1,1,7
742,"MORNINGSTAR FARMS TUSCAN GRNS & BNS,FRZ,UNPREP",112,5.9,11.7,2.3,99,204,161,3,1.7,0.6,12
743,"VEAL,LEG (TOP RND),LN&FAT,CKD,PAN-FRIED,BREADED",238,27.29,9.91,0.57,39,371,454,3.06,3.39,1.49,112
744,"VEAL,LEG (TOP RND),LN,CKD,PAN-FRIED,BREADED",216,28.41,9.84,0.57,39,383,455,1.6,2.16,1.35,113
745,"BISCUITS,PLN OR BTTRMLK,FRZ,BKD",338,6.2,53.87,3.48,49,224,942,1.676,4.647,4.178,1
746,"BISCUITS,PLN OR BTTRMLK,DRY MIX",428,8,63.4,11.65,179,163,1276,3.965,8.584,2.011,2
747,"BISCUIT, PLN OR BUTMLK, REFRI DOUGH, HIGHER FAT",307,6.66,46.32,7.4,51,162,977,2.806,6.559,0.681,1
748,"BISCUITS,PLN OR BTTRMLK,PREP FROM RECIPE",353,7,44.6,2.18,235,121,580,4.324,6.93,4.163,3
749,"BREAD,BOSTON BROWN,CANNED",195,5.2,43.3,2.42,70,318,631,0.282,0.207,0.564,1
750,"BREAD,CORNBREAD,DRY MIX,ENR (INCL CORN MUFFIN MIX)",418,7,69.5,20.34,57,113,817,3.091,6.719,1.682,2
751,"BREAD,CORNBREAD,DRY MIX,PREP W/ 2% MILK,80% MARGARINE,& EGGS",330,6.59,54.46,16.05,135,133,599,3.732,3.494,1.963,57
752,"BREAD,EGG",287,9.5,47.8,1.78,93,115,380,1.593,2.302,1.106,51
753,"BREAD,EGG,TOASTED",315,10.5,52.6,1.94,102,126,417,1.616,2.989,1.149,56
754,"BREAD,WHITE,COMMLY PREP,TSTD",290,9,54.5,6.2,119,131,537,0.764,0.796,2.09,1
755,"BREAD STUFFING,BREAD,DRY MIX",386,11,76.2,8.27,97,246,1405,0.845,1.493,0.713,1
756,"CAKE,BOSTON CRM PIE,COMMLY PREP",252,2.4,42.9,36.11,23,39,254,2.445,4.544,1.009,37
757,"CAKE,CHERRY FUDGE W/CHOC FRSTNG",264,2.4,38,32.94,48,166,164,5.066,4.4,2.34,42
758,"CAKE,CHOC,COMMLY PREP W/ CHOC FRSTNG,IN-STORE BAKERY",389,3.48,52.84,39.96,30,270,348,5.917,7.343,4.622,22
759,"CAKE,WHITE,PREP FROM RECIPE W/COCNT FRSTNG",356,4.4,63.2,57.39,90,99,284,3.897,3.692,2.162,1
760,"COFFEECAKE,CINN W/CRUMB TOPPING,DRY MIX,PREP",318,5.5,52.8,29.53,136,112,421,1.855,3.851,3.165,49
761,"CAKE,FRUITCAKE,COMMLY PREP",324,2.9,61.6,27.42,33,153,101,1.048,4.2,3.323,5
762,"CAKE,POUND,COMMLY PREP,BUTTER (INCLUDES FRSH & FROZEN)",353,5,53.64,33.36,47,149,377,4.811,3.02,3.419,66
763,"CAKE,SNACK CAKES,CREME-FILLED,SPONGE",374,3.47,64.03,37.3,24,71,470,4.139,4.906,1.86,41
764,"CAKE,SPONGE,COMMLY PREP",290,5.4,61,36.66,70,99,623,0.802,0.949,0.448,102
765,"CAKE,WHITE,PREP FROM RECIPE WO/FRSTNG",357,5.4,57.2,35.49,130,95,327,3.269,5.309,3.148,2
766,"CAKE,YEL,COMMLY PREP,W/ CHOC FRSTNG,IN-STORE BAKERY",379,3.16,55.36,39.22,32,187,310,5.793,7.214,4.728,16
767,"CAKE,YEL,COMMLY PREP,W/VANILLA FRSTNG",391,2.99,56.2,41.79,62,53,269,2.936,7.563,6.378,75
768,CHEESECAKE COMMLY PREP,321,5.5,25.5,21.8,51,90,438,9.921,8.634,1.602,55
769,"COOKIES,BROWNIES,COMMLY PREP",405,4.8,63.9,36.61,29,149,286,4.235,8.965,2.259,17
770,"COOKIES,BUTTER,COMMLY PREP,ENR",467,6.1,68.9,20.24,29,111,282,11.051,5.522,0.982,117
771,"COOKIES,CHOCOLATE WAFERS",433,6.6,72.7,37.43,31,210,580,4.241,4.865,4.153,2
772,"COOKIES,CHOC CHIP,REFR DOUGH",451,3.98,61.02,38.04,14,180,321,8.39,10.414,2.172,7
773,"COOKIES,FORTUNE",378,4.2,84,45.42,12,41,31,0.669,1.345,0.466,2
774,"COOKIES,GRAHAM CRACKERS,CHOCOLATE-COATED",500,4,66.78,37.3,46,267,265,17.2,2.7,4.9,1
775,"COOKIES,LADYFINGERS,W/LEMON JUC&RIND",365,10.6,59.7,25.39,47,113,147,3.069,3.754,1.422,221
776,"COOKIES,PNUT BUTTER,COMMLY PREP,REG",473,8.92,58.15,28.58,41,202,463,6.751,10.8,3.61,27
777,"COOKIES,RAISIN,SOFT-TYPE",401,4.1,68,47.56,46,140,418,3.46,7.649,1.756,2
778,"COOKIES,SUGAR,COMMLY PREP,REG (INCL VANILLA)",464,5.35,67.34,27.31,35,87,385,7.666,6.971,3.746,12
779,"COOKIES,SUGAR,REFR DOUGH",436,4,61.22,36.51,8,147,328,4.955,11.077,2.469,11
780,"COOKIES,SUGAR,REFR DOUGH,BKD",489,4.7,65.6,40.36,90,163,362,5.906,13.01,2.891,32
781,"COOKIES,SUGAR,PREP FROM RECIPE,MADE W/MARGARINE",472,5.9,60,24.86,73,77,491,4.69,10.189,7.29,26
782,"COOKIES,VANILLA WAFERS,LOWER FAT",441,5,73.6,37.5,48,97,388,3.838,6.544,3.887,51
783,"COOKIES,VANILLA WAFERS,HIGHER FAT",455,4.9,72.6,35.07,36,99,325,4.245,4.451,6.738,9
784,"CRACKERS,CHEESE,REGULAR",489,10.93,59.42,4.53,136,156,973,5.288,5.744,10.09,3
785,"CRACKERS,MILK",446,7.6,71.73,10.32,172,114,687,2.912,5.485,4.867,11
786,"CRACKERS,STD SNACK-TYPE,SNDWCH,W/CHS FILLING",477,9.3,61.7,3.18,257,429,978,6.125,11.254,2.567,2
787,"CREAM PUFF SHELL,PREP FROM RECIPE",360,9,22.8,0.25,36,97,483,5.599,11.128,7.38,171
788,"CROISSANTS,BUTTER",406,8.2,45.8,11.26,37,118,467,11.659,5.525,1.094,67
789,"CROISSANTS,CHEESE",414,9.2,47,11.35,53,132,361,10.628,6.509,2.384,57
790,"CROUTONS,SEASONED",465,10.8,63.5,4.41,96,181,1089,5.247,9.498,2.368,7
791,"DANISH PASTRY,CINN,ENR",403,7,44.6,19.78,71,125,414,5.681,12.515,2.933,21
792,"DANISH PASTRY,CHEESE",374,8,37.2,6.95,35,98,417,6.794,11.313,2.575,23
793,"DANISH PASTRY,FRUIT,ENR",371,5.4,47.8,27.53,46,83,445,4.86,10.026,2.364,114
794,"DANISH PASTRY,NUT (INCL ALMOND,RAISIN NUT,CINN NUT)",430,7.1,45.7,25.87,94,95,298,5.821,13.685,4.281,46
795,"DOUGHNUTS,CAKE-TYPE,PLN (INCLUDES UNSUGARED,OLD-FASHIONED)",434,5.31,47.06,18.15,40,134,477,11.105,8.544,3.915,10
796,"DOUGHNUTS,CAKE-TYPE,PLN,CHOCOLATE-COATED OR FRSTD",452,4.93,51.33,26.65,24,201,326,13.47,8.618,1.96,19
797,"DOUGHNUTS,CAKE-TYPE,CHOC,SUGARED OR GLAZED",417,4.5,57.4,31.92,213,106,215,5.132,11.278,2.477,57
798,"DOUGHNUTS,FRENCH CRULLERS,GLAZED",412,3.1,59.5,35.11,26,78,345,4.667,10.446,2.285,11
799,"DOUGHNUTS,YEAST-LEAVENED,W/CREME FILLING",361,6.4,30,14.55,25,80,309,5.43,12.08,3.082,24
800,"DOUGHNUTS, YEAST-LEAVENED, GLAZED, ENRICHED (INC HONEY BUNS)",421,6.14,47.93,22.75,101,102,316,9.453,7.248,3.588,30
801,"DOUGHNUTS,YEAST-LEAVENED,W/JELLY FILLING",340,5.9,39,21.1,25,79,455,4.843,10.226,2.377,26
802,"HUSH PUPPIES,PREP FROM RECIPE",337,7.7,46,2.03,278,144,668,2.108,3.263,7.219,45
803,"MUFFINS,BLUEBERRY,COMMLY PREP (INCLUDES MINI-MUFFINS)",375,4.49,53,31.47,44,121,336,2.844,4.822,8.103,30
804,"MUFFINS,BLUEBERRY,TOASTER-TYPE",313,4.6,53.3,4.85,13,83,417,1.398,2.162,5.351,6
805,"MUFFINS,CORN,COMMLY PREP",305,5.9,51,17.78,74,69,467,1.354,2.104,3.215,26
806,"PANCAKES PLN,FRZ,RTH (INCLUDES BUTTERMILK)",233,5.23,37.75,8.32,78,90,461,1.162,1.554,3.831,18
807,"PANCAKES,PLN,DRY MIX,COMPLETE (INCL BTTRMLK)",368,9.77,73.65,16.03,344,191,1082,0.822,1.271,0.928,2
808,"PIE,BANANA CRM,PREP FROM RECIPE",269,4.4,32.9,12.06,75,165,240,3.758,5.719,3.292,51
809,"PIE,CHOC CREME,COMMLY PREP",353,4.15,38.44,27.39,66,161,266,12.449,7.336,1.149,12
810,"PIE,EGG CUSTARD,COMMLY PREP",210,5.5,20.8,11.58,80,106,275,2.349,4.797,3.723,33
811,"PIE,LEMON MERINGUE,COMMLY PREP",268,1.5,47.2,23.86,56,89,172,1.766,2.685,3.648,45
